Sanja 	-	-	10	-	-	-	-	-	-
Sanna	116	99	137	177	163	168	223	214	261
Sanne	-	-	-	-	10	-	-	-	11
Sara	401	462	452	469	546	542	620	594	609
Sarah	61	69	77	67	85	91	91	100	109
Savannah	25	12	-	-	-	10	-	-	-
Selin	11	14	16	16	16	-	-	-	-
Selina	-	10	-	11	15	12	-	-	-
Selma	273	245	183	174	193	146	111	77	49
Shirin	-	10	-	-	-	-	-	-	-
Signe	186	134	114	102	81	82	55	38	48
Sigrid	84	64	65	69	39	38	30	37	30
Silje	-	-	-	-	-	-	-	11	-
Silvia	-	-	-	-	-	-	-	13	-
Simona	10	-	12	14	11	-	-	17	-
Simone	19	31	23	21	34	31	38	52	35
Siri	140	103	96	108	70	72	68	58	39
Smilla	103	109	113	120	128	72	48	33	11
Sofi	-	-	15	-	-	-	14	19	13
Sofia	336	345	355	425	402	473	463	489	542
Sofie	89	113	125	124	148	134	137	197	221
Sol	-	10	-	-	10	-	11	-	-
Sonia	12	-	12	13	17	-	-	-	13
Sonja	39	38	37	29	31	24	13	22	20
Sophia	52	39	36	33	29	32	34	36	43
Sophie	31	40	48	49	37	33	44	40	45
Stella	350	247	167	136	101	57	52	32	28
Stephanie	26	21	24	37	31	26	39	39	52
Stina	235	253	226	180	189	149	157	165	185
Sumaya	-	-	10	-	10	-	-	-	-
Susanna	-	-	-	19	20	18	19	19	25
Svea	78	66	40	23	10	11	-	-	-
Tamara	-	-	-	-	-	10	-	-	-
Tania	10	-	-	-	-	-	-	-	-
Tanja	-	-	13	18	17	14	12	17	23
Tanya	-	-	-	-	-	-	-	-	12
Tara	31	27	27	12	18	16	13	10	11
Tea	94	46	76	57	79	56	34	29	29
Tekla	17	13	-	12	-	-	-	-	-
Telma	10	11	-	-	10	-	-	-	-
Teodora	12	-	-	-	-	-	-	-	-
Terese	-	-	-	-	-	-	10	23	20
Teresia	-	-	-	-	-	-	10	-	-
Tess	37	41	55	45	34	27	27	16	16
Thea	320	353	374	386	311	158	103	70	50
Thelise	10	-	-	-	-	-	-	-	-
Thelma	27	25	35	26	52	58	-	-	-
Theodora	-	-	-	10	-	-	-	-	-
Therese	22	27	35	31	60	73	67	116	127
Therése	-	-	-	-	-	-	-	19	15
Thilda	38	33	43	46	42	25	20	15	15
Thilde	27	37	35	43	28	29	18	-	-
Thindra	25	27	26	16	-	-	-	-	-
Thyra	39	29	37	23	16	11	-	-	-
Tiffany	11	26	13	17	23	19	13	11	12
Tilda	432	432	510	505	524	416	373	229	152
Tilde	327	378	440	426	413	377	257	132	57
Tilia 	10	-	11	-	-	-	-	-	-
Tilly 	15	10	11	-	-	-	-	-	-
Tina	31	21	33	36	36	22	39	38	29
Tindra	486	499	467	440	314	126	49	25	-
Tintin	13	20	19	17	18	19	22	13	10
Tone	-	11	-	11	-	-	-	-	-
Tora	22	23	32	26	28	36	24	19	21
Tova	156	174	202	200	196	173	172	138	82
Towa	-	18	11	11	13	12	14	-	11
Tove	109	101	111	153	148	161	142	130	117
Towe	-	-	-	-	-	15	-	-	14
Tua	-	-	12	-	-	11	-	-	-
Tuva	382	360	373	290	271	198	103	68	47
Tuwa 	14	-	16	-	-	-	-	-	-
Tuva-Li	12	-	-	-	-	-	-	-	-
Tyra	338	277	192	181	106	87	44	40	26
Ulrika	-	-	-	-	11	13	-	11	22
Valentina	17	17	27	25	20	15	17	17	17
Vanesa	-	-	-	10	-	-	-	-	-
Vanessa	97	88	83	67	89	71	79	63	63
Vanja	21	24	26	26	23	23	19	20	19
Vanna	11	13	-	10	-	-	-	-	-
Vega	29	23	22	15	14	-	-	-	-
Vendela	110	115	135	119	123	102	106	103	103
