Emma	100
Madison	69
Olivia	65
Emily	63
Hannah	60
Abigail	55
Sarah	47
Grace	46
Ava	43
Lauren	42
Chloe	38
Ella	37
Julia	27
Brooke	26
Hailey	26
Mackenzie	26
Samantha	26
Sophie	26
Brianna	25
Brooklyn	25
