Emma	70
Ava	65
Madison	65
Olivia	65
Hannah	63
Abigail	57
Emily	57
Sarah	52
Ella	42
Chloe	40
Lily	37
Grace	35
Brooke	32
Sophia	31
Faith	28
Sophie	28
Elizabeth	26
Brooklyn	24
Julia	24
Rachel	24
