Emma	137
Madison	84
Emily	77
Hannah	74
Sarah	61
Olivia	58
Grace	54
Abigail	46
Paige	44
Lauren	43
Chloe	39
Julia	39
MacKenzie	39
Haley	36
Samantha	36
Jessica	34
Brooke	33
Taylor	33
Ella	31
Jenna	31
