Ryan	72
Jacob	67
Ethan	66
Noah	65
Liam	60
Owen	59
Alexander	58
Matthew	58
Jack	57
Benjamin	54
Nathan	52
Evan	51
Cole	49
William	49
Joshua	48
Logan	47
Lucas	45
Connor	44
Cameron	43
Nicholas	43
