OLIVIA 	44 	56 	49 	43 	32 	30 	20 	25 	18 	22
OTHILIE 	18 	8 	6 	12 	10 	5 	8 	5 	5 	:
PAULA 	6 	10 	6 	10 	4 	6 	7 	6 	10 	9
PAULINE 	14 	13 	7 	10 	5 	11 	12 	9 	18 	17
PERNILLE 	132 	128 	117 	113 	87 	100 	133 	130 	116 	133
PETRA 	11 	11 	11 	5 	5 	9 	7 	: 	7 	4
PIA 	71 	87 	72 	58 	57 	63 	60 	58 	61 	63
RACHEL 	4 	7 	5 	6 	4 	10 	9 	9 	8 	14
RAGNA 	12 	13 	11 	8 	10 	13 	14 	13 	12 	15
RAGNE 	8 	7 	: 	5 	5 	10 	5 	8 	: 	4
RAGNHILD 	41 	36 	48 	43 	44 	72 	74 	75 	81 	101
RAKEL 	37 	29 	34 	38 	32 	30 	37 	23 	23 	24
RAMONA 	4 	: 	11 	9 	11 	14 	6 	9 	11 	7
RANDI 	13 	5 	17 	16 	15 	11 	15 	21 	20 	15
RANIA 	: 	5 	: 	12 	5 	: 	5 	: 	: 	:
RANNVEIG 	4 	: 	: 	: 	: 	: 	4 	4 	5 	10
REBECCA 	44 	57 	46 	56 	47 	68 	97 	96 	102 	110
REBECKA 	13 	10 	14 	23 	23 	22 	14 	19 	15 	13
REBEKKA 	52 	61 	46 	69 	71 	99 	89 	105 	88 	123
REGINE 	17 	24 	22 	30 	24 	31 	52 	37 	38 	39
REIDUN 	4 	: 	5 	: 	4 	: 	4 	6 	10 	5
RENATE 	11 	11 	16 	25 	25 	39 	51 	50 	71 	65
RIKKE 	66 	53 	83 	87 	84 	98 	95 	123 	131 	120
RITA 	6 	6 	6 	4 	8 	11 	5 	15 	11 	4
RONJA 	108 	77 	87 	104 	104 	89 	81 	64 	59 	50
RUNA 	20 	24 	17 	14 	13 	17 	20 	27 	21 	20
RUTH 	18 	18 	17 	14 	14 	14 	18 	24 	18 	17
SABRINA 	8 	7 	7 	4 	9 	5 	11 	14 	10 	14
SAGA 	14 	16 	9 	8 	9 	4 	6 	5 	4 	4
SAHRA 	: 	9 	: 	14 	4 	: 	6 	9 	4 	8
SALMA 	19 	19 	13 	12 	10 	6 	: 	5 	6 	:
SAMIRA 	8 	13 	11 	8 	10 	6 	6 	7 	9 	8
SANDRA 	104 	140 	201 	136 	177 	202 	187 	183 	201 	220
SANNA 	54 	51 	48 	49 	33 	34 	26 	29 	23 	29
SANNE 	32 	32 	43 	34 	34 	40 	34 	36 	42 	27
SARA 	310 	337 	292 	368 	388 	381 	356 	301 	298 	278
SARAH 	128 	144 	132 	114 	157 	138 	122 	95 	83 	98
SELIN 	7 	8 	: 	7 	10 	: 	7 	: 	6 	:
SELINA 	8 	7 	15 	13 	13 	19 	16 	18 	14 	15
SELINE 	7 	14 	6 	5 	10 	8 	11 	11 	13 	6
SELMA 	184 	202 	169 	157 	148 	121 	74 	53 	42 	45
SERINA 	6 	7 	9 	6 	6 	9 	10 	4 	4 	6
SERINE 	13 	9 	9 	14 	10 	21 	7 	11 	12 	15
SIENNA 	12 	: 	: 	: 	: 	: 	: 	: 	: 	:
SIGNE 	88 	64 	58 	63 	48 	54 	51 	45 	45 	63
SIGRID 	86 	106 	113 	103 	100 	117 	111 	103 	120 	131
SIGRUN 	6 	11 	5 	: 	8 	: 	6 	10 	6 	11
SILJA 	15 	13 	17 	13 	13 	7 	9 	13 	7 	:
SILJE 	137 	176 	237 	260 	311 	382 	364 	385 	496 	445
SIMONE 	17 	19 	7 	13 	11 	18 	14 	16 	16 	13
SINA 	32 	26 	26 	18 	27 	23 	24 	27 	23 	17
SINE 	10 	14 	7 	7 	9 	5 	6 	11 	8 	8
SIREN 	12 	32 	10 	17 	8 	: 	10 	12 	17 	29
SIRI 	38 	62 	54 	58 	68 	101 	96 	114 	134 	120
SIRIL 	8 	4 	6 	9 	8 	9 	17 	13 	9 	4
SISSEL 	: 	7 	: 	: 	4 	4 	4 	: 	8 	12
SIV 	6 	5 	13 	17 	16 	15 	8 	10 	14 	19
SOFIA 	71 	82 	47 	66 	52 	37 	47 	31 	32 	22
SOFIE 	277 	331 	265 	310 	292 	302 	320 	289 	280 	250
SOL 	17 	27 	11 	11 	18 	24 	13 	16 	24 	13
SOLVEIG 	100 	87 	85 	89 	76 	95 	98 	111 	115 	123
SONJA 	8 	12 	19 	7 	8 	12 	16 	12 	17 	14
SOPHIA 	18 	20 	12 	12 	15 	14 	12 	11 	12 	9
SOPHIE 	28 	33 	26 	35 	28 	34 	29 	31 	29 	27
STELLA 	47 	33 	27 	23 	16 	8 	12 	: 	: 	:
STEPHANIE 	5 	5 	: 	6 	7 	9 	5 	6 	8 	11
STINA 	30 	35 	40 	59 	28 	48 	33 	25 	34 	28
STINE 	115 	108 	128 	144 	193 	230 	249 	277 	278 	290
SUNNIVA 	139 	160 	153 	179 	170 	169 	211 	185 	149 	196
SUSANN 	: 	: 	6 	10 	13 	4 	23 	20 	33 	39
SUSANNA 	6 	5 	11 	7 	5 	7 	: 	10 	13 	10
SUSANNE 	44 	58 	67 	53 	51 	49 	69 	109 	110 	152
SYNNE 	121 	152 	140 	154 	156 	174 	203 	223 	194 	135
SYNNØVE 	26 	25 	25 	28 	32 	32 	35 	47 	46 	54
TALE 	15 	24 	25 	20 	13 	18 	16 	17 	13 	15
TANJA 	: 	4 	: 	: 	: 	5 	11 	4 	19 	25
TARA 	19 	20 	15 	11 	14 	17 	13 	18 	13 	18
TARAN 	4 	5 	: 	5 	: 	4 	4 	: 	4 	10
TEA 	17 	19 	5 	14 	18 	24 	12 	20 	14 	11
TELMA 	10 	8 	9 	: 	: 	: 	: 	: 	: 	:
TERESE 	: 	7 	10 	9 	6 	16 	9 	9 	13 	18
THALE 	17 	25 	30 	18 	23 	22 	35 	32 	24 	17
THEA 	463 	494 	446 	499 	490 	410 	458 	423 	368 	351
THELMA 	17 	15 	14 	12 	11 	5 	7 	: 	: 	:
THERESA 	5 	4 	5 	: 	6 	6 	12 	6 	6 	4
THERESE 	31 	39 	43 	56 	66 	78 	67 	69 	103 	138
THORA 	5 	11 	: 	6 	5 	4 	: 	: 	8 	6
TIA 	10 	17 	12 	9 	7 	: 	4 	7 	4 	:
TILDA 	5 	12 	7 	: 	: 	: 	: 	: 	: 	:
TILDE 	48 	42 	36 	25 	18 	6 	17 	9 	9 	7
TINA 	42 	52 	62 	58 	72 	105 	113 	82 	111 	129
TINDRA 	10 	4 	5 	: 	: 	: 	: 	: 	: 	:
TINE 	8 	18 	11 	14 	17 	13 	15 	16 	31 	19
TIRIL 	131 	137 	167 	151 	125 	127 	117 	104 	89 	86
TIRILL 	11 	8 	9 	9 	8 	11 	7 	5 	10 	13
TOMINE 	66 	50 	29 	22 	22 	23 	17 	15 	15 	7
TONE 	13 	13 	11 	10 	16 	21 	31 	42 	42 	38
TONJE 	39 	39 	52 	73 	88 	99 	122 	150 	174 	185
TORA 	41 	48 	43 	46 	42 	42 	52 	30 	47 	55
TORUNN 	: 	7 	: 	: 	6 	: 	: 	7 	10 	10
TOVE 	6 	14 	4 	4 	: 	8 	5 	11 	6 	8
TRINE 	10 	12 	18 	31 	28 	30 	53 	67 	75 	70
TRUDE 	4 	5 	: 	10 	9 	9 	16 	21 	22 	23
TUVA 	253 	318 	312 	311 	362 	225 	148 	104 	99 	99
TYRA 	18 	19 	32 	19 	14 	15 	19 	13 	9 	9
ULRIKKE 	22 	12 	21 	19 	23 	26 	21 	29 	19 	24
UNA 	30 	35 	31 	40 	20 	11 	14 	14 	16 	14
UNE 	: 	4 	5 	6 	7 	7 	4 	5 	8 	10
VANESSA 	18 	31 	27 	27 	32 	15 	17 	25 	13 	20
VANJA 	: 	14 	16 	21 	21 	31 	16 	19 	27 	30
VERA 	13 	16 	22 	23 	10 	15 	16 	15 	14 	7
VERONICA 	12 	14 	15 	32 	19 	33 	44 	63 	61 	70
VERONIKA 	4 	9 	9 	10 	11 	9 	11 	15 	31 	42
VESLEMØY 	10 	13 	12 	9 	13 	13 	12 	10 	12 	11
VIBEKE 	6 	5 	7 	8 	10 	12 	12 	15 	24 	29
VICTORIA 	161 	187 	220 	237 	247 	241 	319 	319 	237 	236
VIKTORIA 	40 	49 	48 	52 	59 	49 	61 	46 	58 	47
VILDE 	274 	267 	278 	336 	354 	315 	317 	375 	410 	404
VILJA 	33 	33 	17 	21 	9 	10 	10 	11 	: 	:
VILMA 	20 	4 	13 	9 	15 	5 	9 	: 	: 	:
VIOLA 	13 	: 	: 	5 	4 	7 	: 	: 	: 	4
VIVIAN 	14 	11 	: 	9 	12 	9 	10 	15 	12 	13
VÅR 	12 	18 	19 	10 	4 	8 	6 	12 	8 	6
VÅRIN 	14 	13 	13 	17 	9 	12 	18 	8 	13 	12
WILMA 	22 	10 	6 	14 	15 	14 	7 	7 	5 	:
YASMIN 	12 	15 	10 	13 	9 	19 	7 	14 	6 	13
YLVA 	59 	67 	34 	25 	51 	53 	47 	39 	44 	44
YVONNE 	4 	7 	5 	7 	13 	6 	18 	13 	19 	12
ÅSA 	6 	5 	6 	: 	8 	: 	11 	8 	5 	9
ÅSE 	16 	12 	9 	14 	17 	18 	13 	33 	24 	19
ÅSHILD 	12 	13 	15 	8 	14 	13 	21 	18 	25 	28
ÅSNE 	11 	19 	24 	25 	32 	13 	17 	10 	17 	12
ZAHRA 	10 	10 	11 	11 	5 	12 	5 	12 	9 	6
ZAINAB 	: 	5 	6 	6 	: 	11 	7 	7 	5 	:
ZARA 	14 	14 	4 	: 	: 	: 	5 	: 	: 	4
