OLA 	121 	128 	132 	106 	100 	137 	119 	132 	145 	170
OLAF 	14 	7 	6 	10 	9 	7 	9 	11 	8 	4
OLAI 	9 	18 	14 	18 	7 	10 	9 	7 	8 	6
OLAV 	107 	109 	104 	109 	97 	75 	98 	113 	134 	97
OLE 	208 	214 	261 	264 	312 	314 	339 	411 	443 	444
OLE-MARTIN 	: 	: 	7 	9 	: 	6 	14 	13 	13 	24
OLIVER 	332 	334 	341 	249 	174 	157 	130 	117 	103 	72
OLVE 	15 	18 	13 	13 	11 	: 	17 	10 	17 	11
OMAR 	15 	18 	17 	22 	12 	12 	17 	11 	20 	22
OSCAR 	131 	129 	131 	126 	111 	124 	95 	78 	88 	81
OSKAR 	159 	161 	153 	145 	166 	133 	122 	89 	91 	81
OTTO 	13 	7 	7 	7 	5 	8 	6 	9 	12 	5
OVE 	8 	7 	4 	6 	7 	8 	12 	6 	12 	12
PATRICK 	74 	116 	90 	79 	76 	85 	101 	101 	72 	85
PATRIK 	27 	33 	27 	21 	17 	22 	29 	21 	25 	27
PAUL 	15 	23 	20 	25 	25 	18 	29 	23 	30 	27
PEDER 	67 	61 	80 	88 	82 	63 	94 	93 	64 	90
PELLE 	16 	12 	7 	8 	8 	8 	: 	: 	6 	:
PER 	38 	53 	55 	65 	68 	61 	78 	95 	119 	96
PETER 	63 	74 	67 	36 	64 	60 	57 	54 	90 	81
PETTER 	124 	124 	165 	156 	141 	143 	160 	184 	166 	219
PHILIP 	111 	117 	107 	100 	95 	83 	84 	76 	67 	67
PHILLIP 	28 	35 	25 	25 	19 	16 	18 	6 	21 	13
PREBEN 	52 	46 	38 	51 	56 	51 	77 	61 	69 	94
PÅL 	15 	23 	18 	15 	26 	34 	35 	46 	42 	58
RAGNAR 	6 	4 	6 	8 	9 	4 	11 	7 	8 	10
RASMUS 	41 	52 	43 	34 	42 	38 	53 	51 	51 	32
RAVN 	11 	8 	8 	5 	: 	5 	7 	8 	7 	8
RAYAN 	4 	10 	5 	: 	5 	: 	: 	: 	: 	:
RAYMOND 	4 	4 	: 	5 	: 	5 	12 	10 	12 	11
REIDAR 	5 	4 	8 	5 	8 	10 	11 	12 	7 	15
REMI 	16 	12 	11 	12 	22 	23 	25 	36 	26 	35
REMY 	6 	7 	5 	6 	6 	10 	9 	7 	9 	10
RENE 	7 	: 	9 	7 	7 	12 	15 	15 	11 	19
RICHARD 	11 	11 	23 	22 	27 	29 	22 	28 	28 	47
RIKARD 	: 	5 	8 	8 	: 	6 	8 	10 	13 	13
ROBERT 	23 	20 	20 	21 	38 	32 	47 	47 	71 	66
ROBIN 	111 	103 	124 	143 	143 	149 	162 	177 	189 	194
ROGER 	: 	8 	: 	4 	8 	7 	6 	8 	12 	17
ROLF 	13 	11 	17 	10 	17 	21 	13 	24 	18 	37
RONNY 	: 	: 	4 	5 	6 	6 	9 	12 	10 	6
ROY 	: 	9 	8 	: 	5 	19 	5 	14 	16 	21
RUBEN 	70 	54 	75 	100 	75 	83 	104 	121 	111 	136
RUNAR 	13 	14 	19 	26 	25 	33 	37 	44 	54 	56
RUNE 	13 	11 	15 	10 	21 	18 	28 	26 	39 	39
SAID 	: 	: 	4 	10 	5 	5 	4 	4 	4 	5
SAM 	8 	7 	7 	13 	5 	5 	4 	7 	10 	5
SAMUEL 	64 	62 	56 	41 	37 	42 	40 	39 	25 	29
SANDER 	406 	397 	437 	474 	499 	526 	588 	572 	604 	316
SCOTT 	17 	17 	19 	17 	14 	17 	19 	10 	16 	13
SEAN 	13 	18 	19 	19 	15 	16 	18 	21 	13 	15
SEBASTIAN 	412 	397 	369 	338 	361 	326 	355 	294 	283 	286
SEVERIN 	5 	5 	11 	9 	5 	4 	: 	11 	10 	12
SHAWN 	12 	7 	: 	: 	: 	: 	: 	: 	: 	:
SIGBJØRN 	6 	4 	4 	: 	9 	12 	20 	14 	16 	20
SIGMUND 	14 	7 	7 	8 	8 	8 	14 	8 	13 	17
SIGURD 	165 	147 	142 	139 	153 	159 	138 	146 	151 	136
SIGVE 	33 	35 	38 	36 	62 	42 	37 	39 	34 	28
SIMEN 	202 	220 	268 	269 	331 	309 	413 	357 	368 	415
SIMON 	109 	125 	144 	153 	147 	181 	205 	211 	177 	223
SINDRE 	159 	160 	207 	214 	235 	242 	250 	251 	284 	295
SIVERT 	117 	88 	102 	107 	116 	132 	150 	123 	123 	139
SJUR 	15 	12 	15 	20 	16 	13 	22 	26 	18 	26
SNORRE 	30 	21 	32 	39 	18 	32 	48 	38 	26 	43
SONDRE 	275 	285 	332 	306 	361 	370 	348 	378 	360 	380
STEFAN 	14 	19 	19 	22 	12 	20 	30 	35 	36 	32
STEFFEN 	40 	47 	49 	47 	58 	77 	93 	101 	105 	127
STEIN 	9 	12 	11 	11 	12 	6 	18 	17 	19 	21
STEINAR 	10 	11 	15 	21 	10 	18 	22 	22 	33 	34
STEN 	: 	: 	: 	: 	6 	7 	: 	10 	4 	5
STEVEN 	5 	6 	4 	5 	5 	7 	7 	8 	11 	6
STIAN 	84 	101 	159 	172 	177 	248 	250 	290 	314 	405
STIG 	: 	4 	10 	12 	12 	12 	23 	16 	20 	28
STORM 	61 	42 	31 	34 	23 	4 	7 	: 	6 	4
STURLA 	8 	4 	6 	4 	7 	6 	7 	: 	7 	10
STÅLE 	7 	5 	: 	: 	9 	4 	6 	10 	15 	16
