SVEIN 	9 	14 	15 	25 	20 	25 	35 	29 	44 	58
SVEINUNG 	: 	12 	: 	5 	5 	10 	10 	11 	15 	19
SVEN 	4 	5 	10 	9 	14 	6 	16 	23 	12 	14
SVERRE 	76 	41 	62 	56 	59 	48 	52 	39 	56 	49
SYED 	11 	8 	10 	13 	8 	8 	: 	6 	6 	5
SYVER 	34 	29 	24 	25 	20 	21 	14 	9 	14 	13
SØLVE 	15 	8 	8 	16 	12 	13 	8 	4 	8 	11
TAGE 	17 	19 	20 	24 	17 	15 	15 	17 	17 	12
TARALD 	4 	11 	7 	6 	4 	6 	13 	4 	11 	:
TARJEI 	18 	20 	14 	10 	15 	19 	15 	23 	26 	21
TEO 	21 	9 	9 	4 	: 	4 	4 	: 	: 	:
TEODOR 	61 	58 	54 	47 	32 	31 	33 	19 	17 	10
TERJE 	9 	6 	6 	11 	7 	16 	12 	15 	17 	23
THEO 	86 	82 	43 	25 	22 	23 	10 	13 	10 	5
THEODOR 	196 	162 	108 	103 	71 	56 	50 	51 	39 	38
THOMAS 	234 	245 	308 	326 	355 	410 	400 	487 	443 	508
THOR 	24 	19 	26 	25 	26 	29 	26 	31 	25 	34
THORBJØRN 	: 	8 	5 	: 	5 	: 	5 	7 	4 	14
TIM 	24 	21 	25 	37 	33 	36 	26 	31 	27 	36
TINIUS 	12 	13 	12 	13 	9 	13 	13 	10 	4 	:
TOBIAS 	391 	472 	461 	513 	431 	389 	419 	381 	344 	244
TOM 	26 	26 	31 	41 	36 	54 	40 	49 	75 	73
TOMAS 	13 	28 	23 	30 	32 	32 	34 	32 	37 	52
TOMMY 	23 	41 	31 	30 	42 	45 	57 	69 	73 	95
TONY 	19 	13 	11 	18 	23 	24 	23 	20 	24 	37
TOR 	66 	73 	56 	60 	73 	81 	99 	112 	117 	138
TORBEN 	15 	7 	6 	10 	7 	8 	5 	9 	: 	9
TORBJØRN 	28 	30 	30 	27 	36 	36 	41 	51 	50 	63
TORD 	37 	31 	33 	46 	38 	41 	46 	51 	38 	45
TORE 	12 	17 	10 	19 	16 	36 	32 	36 	39 	62
TORGEIR 	9 	7 	7 	13 	16 	12 	12 	15 	16 	17
TORGRIM 	8 	5 	5 	8 	7 	7 	8 	8 	8 	10
TORJE 	14 	8 	13 	11 	11 	11 	15 	18 	23 	13
TORJUS 	35 	42 	41 	27 	29 	31 	41 	27 	39 	26
TORKEL 	4 	6 	: 	8 	5 	8 	8 	12 	8 	11
TORMOD 	13 	20 	14 	12 	18 	15 	16 	16 	23 	19
TORSTEIN 	27 	27 	26 	32 	41 	37 	46 	50 	39 	53
TRISTAN 	28 	22 	16 	17 	7 	9 	9 	6 	5 	:
TROND 	8 	19 	20 	15 	18 	21 	20 	34 	28 	31
TROY 	18 	21 	10 	9 	12 	10 	7 	4 	5 	5
TRULS 	33 	45 	41 	56 	59 	78 	65 	61 	50 	77
TRYGVE 	30 	41 	40 	38 	35 	45 	56 	49 	43 	41
TRYM 	131 	131 	146 	151 	138 	123 	134 	110 	99 	106
ULRIK 	74 	79 	75 	63 	69 	66 	68 	55 	59 	62
VEBJØRN 	50 	38 	55 	60 	49 	61 	58 	52 	58 	67
VEGAR 	16 	15 	12 	18 	16 	29 	30 	22 	27 	32
VEGARD 	127 	87 	154 	174 	169 	185 	210 	246 	258 	263
VEMUND 	24 	27 	34 	37 	27 	30 	32 	34 	36 	39
VETLE 	130 	139 	140 	181 	141 	133 	144 	143 	128 	115
VICTOR 	67 	78 	69 	91 	88 	83 	73 	60 	65 	52
VIDAR 	4 	6 	8 	10 	11 	23 	14 	21 	13 	21
VIKTOR 	56 	62 	46 	66 	73 	68 	55 	49 	53 	49
VILJAR 	29 	49 	21 	26 	31 	26 	23 	14 	18 	14
VINCENT 	12 	12 	14 	16 	9 	8 	12 	5 	7 	10
WILHELM 	10 	9 	11 	18 	12 	12 	16 	16 	16 	19
WILLIAM 	261 	263 	270 	217 	204 	178 	176 	156 	141 	119
YNGVE 	7 	10 	6 	6 	5 	7 	11 	7 	5 	16
YUSUF 	13 	10 	8 	5 	7 	9 	: 	4 	8 	5
ØIVIND 	4 	: 	6 	: 	8 	: 	7 	12 	11 	10
ØRJAN 	45 	37 	38 	37 	44 	39 	47 	63 	55 	51
ØYSTEIN 	23 	27 	24 	27 	25 	48 	52 	64 	69 	63
ØYVIND 	29 	33 	40 	44 	45 	61 	60 	76 	88 	97
ÅDNE 	22 	29 	31 	30 	44 	46 	51 	54 	51 	36
ÅSMUND 	19 	14 	12 	28 	27 	29 	24 	26 	27 	34
ZAKARIA 	: 	11 	10 	8 	: 	5 	7 	6 	5 	7
